sample_number,ID,species_or_type,sample_date,plot_name,phenophase,fractional_cover_class,Notes,geology,plot_type,LWC,CFR,chl_area,LMA,area(m2),LWC(mol.m-2),nitrogen,phosphorus,magnesium,potassium,calcium,sulfur,boron,iron,manganese,copper,zinc,aluminum,sodium,hemicellulose,cellulose,lignin,d13C,carbon,d15N,%N,phenolics,phenolics_%,sucrose_mg_g,glucose_mg_g,fructose_mg_g,sucrose_%,glucose_%,fructose_%,sugars,sugars_%,sample_month,pft
1036,S276,Quercus agrifolia - Coast live oak,5/13/2022,SRB-038,,,,Qa,Tree,,,,,,,14.1,0.9,2.22,4.9,7.4,1.09,43.1,135.8,283.4,1.8,21.1,130.8,226.4,194,218,122,-24.84,550.7,-1.62,1.34,66.6816,6.6682,5.54,19.96,18.32,0.55,2,1.83,43.82,4.38,5,evergreen broadleaf
1198,S329,Quercus agrifolia - Coast live oak,5/19/2022,SRB-038,,,,Qa,Tree,40.74591281,,,163.6678388,0.010629455,6.247335371,12.3,0.9,2.04,5.7,7,1.07,41.3,86.8,353.3,3.8,12.9,91.4,176,177.9,240,134.1,-26.46,542.3,-3.18,1.41,45.3303,4.533,2.35,21.91,15.26,0.24,2.19,1.53,39.52,3.96,5,evergreen broadleaf
1324,S339,Quercus agrifolia - Coast live oak,5/26/2022,SRB-038,,,,Qa,Tree,41.14135626,,,157.1639802,0.007842128,6.097995594,13.1,1.04,2.72,5.9,9.9,1.21,74,146.2,314.3,13,27.2,156.5,253.4,155.9,258,116.1,-24.39,521.9,-2.44,1.51,63.7714,6.3771,4.99,22.02,13.61,0.5,2.2,1.36,40.62,4.06,5,evergreen broadleaf
1501,S359,Quercus agrifolia - Coast live oak,9/16/2022,SRB-038,,,,Qa,Tree,39.66804979,,,164.2022468,0.006198454,5.992917714,11.4,0.69,2.45,4.1,8,0.91,54.3,60.1,340.3,2,27.9,67.5,175.8,186,240,124,-24.02,520.2,-3.14,1.27,46.8084,4.6808,5.92,7.17,12,0.59,0.72,1.2,25.09,2.51,9,evergreen broadleaf
244,S60,Quercus agrifolia - Coast live oak,3/12/2022,SRB-039,,,,QTp,Tree,65.32922264,,,191.6763155,0.008213847,20.04832516,13,1.06,3.11,6.4,6.7,1.08,37.7,112,388.8,5,17.8,118.3,152.3,194,198,124,-24.68,514.1,-2.89,1.48,92.9362,9.2936,8.59,15.89,12.91,0.86,1.59,1.29,37.39,3.74,3,evergreen broadleaf
282,S116,Quercus agrifolia - Coast live oak,3/25/2022,SRB-039,,,,QTp,Tree,41.92207792,,,201.3995731,0.006661385,8.069674372,12,0.98,3.37,5.4,11.7,1.24,66.9,166.4,711.9,4.5,16.2,130,241.6,187.9,212,112.1,,,,,,,,,,,,,,,3,evergreen broadleaf
299,S141,Quercus agrifolia - Coast live oak,4/8/2022,SRB-039,,,,QTp,Tree,45.65874195,,,205.4115083,0.010682459,9.580424609,13.5,1.08,2.57,4.6,6.5,1.1,42.4,84,679.9,10.9,19.5,91.6,143.3,192.2,204,121.8,,,,,89.7052,8.9705,5.35,9.52,9.85,0.54,0.95,0.98,24.72,2.47,4,evergreen broadleaf
978,S266,Quercus agrifolia - Coast live oak,5/13/2022,SRB-039,,,,QTp,Tree,39.67535437,,,244.8389135,0.005388441,8.938655757,12.6,0.93,2.79,5.9,8.5,1.04,44.5,85,582.4,2.4,17.6,87.3,183.9,176.3,204,121.7,-25.96,529.3,-4.52,1.41,,,,,,,,,,,5,evergreen broadleaf
1516,S372,Quercus agrifolia - Coast live oak,9/16/2022,SRB-039,,,,QTp,Tree,43.91707399,,,208.8326778,0.01593333,9.077513933,10.3,0.84,2.26,6.7,5.1,0.88,24.3,74.2,339.7,13.1,22.8,90.8,164.6,210,186,106,,,,,63.1625,6.3162,5.91,13.53,12.51,0.59,1.35,1.25,31.95,3.19,9,evergreen broadleaf
250,S69,Quercus agrifolia - Coast live oak,3/11/2022,SRB-040,,,,QTp,Tree,51.08504399,,,166.4003366,0.006014411,9.646550415,14.4,1.75,1.96,7,5.7,0.98,32.8,101.3,146.6,5.6,17.5,109.7,185.4,205.9,230,130.1,,,,,56.5703,5.657,5.65,18.66,15.49,0.57,1.87,1.55,39.8,3.99,3,evergreen broadleaf
280,S113,Quercus agrifolia - Coast live oak,3/25/2022,SRB-040,,,,QTp,Tree,47.82389937,,,161.9494928,0.005122585,8.239838328,14.7,1.73,1.85,7.5,5.1,0.93,21.3,64.4,135.3,7.1,17.7,64.4,125.1,214,258,132,,,,,67.6105,6.761,3.56,18.45,14.86,0.36,1.84,1.49,36.87,3.69,3,evergreen broadleaf
292,S131,Quercus agrifolia - Coast live oak,4/8/2022,SRB-040,,,,QTp,Tree,43.29824561,,,228.094023,0.005667838,9.668374003,14.6,1.46,1.84,6.4,5,0.86,22,41.4,151.5,7,26.2,37,116.4,220.2,246,127.8,,,,,65.9518,6.5952,2.3,7.68,11.66,0.23,0.77,1.17,21.64,2.17,4,evergreen broadleaf
940,S240,Quercus agrifolia - Coast live oak,5/13/2022,SRB-040,,,,QTp,Tree,43.41530055,,,209.996713,0.00493103,8.943798966,12,0.97,2.14,6.6,7.3,0.9,34.8,101.5,215.1,2.1,14.9,123.8,168.7,169.9,252,134.1,-22.05,507.6,-1.4,1.33,71.6432,7.1643,2.71,18.7,13.07,0.27,1.87,1.31,34.48,3.45,5,evergreen broadleaf
1513,S368,Quercus agrifolia - Coast live oak,9/16/2022,SRB-040,,,,QTp,Tree,40.42324888,,,202.8690462,0.009852661,7.640748769,10.3,0.93,1.97,7.2,7.4,0.9,37.7,145,174.5,13.3,21.2,137.3,197.7,216,204,122,-23.29,509.6,-3.42,1.27,56.7253,5.6725,9.89,17.58,16.57,0.99,1.76,1.66,44.04,4.41,9,evergreen broadleaf
252,S72,Quercus agrifolia - Coast live oak,3/12/2022,SRB-041,,,,QTp,Tree,46.42068273,,,214.7758714,0.004969366,10.32917348,12.4,1.39,4.05,3.9,12.6,0.93,45.2,205.9,577.9,4,23.8,227.8,274.5,186.2,206,153.8,,,,,82.4315,8.2432,3.54,17.93,17.68,0.35,1.79,1.77,39.15,3.91,3,evergreen broadleaf
284,S119,Quercus agrifolia - Coast live oak,3/25/2022,SRB-041,,,,QTp,Tree,45.9521576,,,249.1922128,0.004624141,11.76055308,18.8,3.46,3.07,5.2,10.4,1.19,45.4,107.9,461.9,10.7,26,90.2,174.6,206,190,124,,,,,81.2517,8.1252,4.99,23.83,20.83,0.5,2.38,2.08,49.65,4.96,3,evergreen broadleaf
298,S140,Quercus agrifolia - Coast live oak,4/8/2022,SRB-041,,,,QTp,Tree,40.09529148,,,265.8837586,0.004019426,9.878476218,14,1.38,3.44,3.8,12.4,0.98,63.6,113.5,496.2,8.4,23.1,110.7,138,182,202,132,,,,,78.5924,7.8592,3.18,10.39,10.05,0.32,1.04,1.01,23.62,2.37,4,evergreen broadleaf
910,S820,Quercus agrifolia - Coast live oak,4/21/2022,SRB-041,Full leaf out,50-75% cover,Ordway T11 AGR,QTp,Tree,41.31,1.64,64.8,202.8642,0.005600791,7.926797451,13.9,0.92,3.59,4.6,9.2,1.22,21.1,131.4,555.4,11.9,13.9,108.6,179.7,215.9,208,110.1,,,-1.32,1.54,74.0503,7.405,2.24,15.4,13.73,0.22,1.54,1.37,31.37,3.13,4,evergreen broadleaf
977,S264,Quercus agrifolia - Coast live oak,5/13/2022,SRB-041,,,,QTp,Tree,37.33427362,,,285.2552431,0.003115105,9.433590003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,evergreen broadleaf
1572,S422,Quercus agrifolia - Coast live oak,9/16/2022,SRB-041,,,,QTp,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,evergreen broadleaf
207,S7,Quercus agrifolia - Coast live oak,3/3/2022,SRB-042,,,,QTp,Tree,40.6992665,,,179.5800913,0.006752976,6.841485938,15.1,1.31,2.49,4.3,6.1,1.09,56.1,53.3,124.4,3.1,17.9,51.3,106,184,218,116,-26.45,530.8,-3.51,1.41,79.1245,7.9125,19.09,24.51,12.66,1.91,2.45,1.27,56.26,5.63,3,evergreen broadleaf
221,S26,Quercus agrifolia - Coast live oak,3/11/2022,SRB-042,,,,QTp,Tree,67.9540288,,,212.3207605,0.005975393,24.99193982,13.6,3.65,2.66,14.4,7,1.81,23.4,29.8,14.4,5.9,95.8,11,496.5,188.2,236,115.8,-25.47,518.7,-3.37,1.37,63.7861,6.3786,31.13,21.19,10.32,3.11,2.12,1.03,62.64,6.26,3,evergreen broadleaf
263,S87,Quercus agrifolia - Coast live oak,3/16/2022,SRB-042,,,,QTp,Tree,40.63455657,,,219.7660767,0.010599907,8.350033108,13.4,1.59,3.13,3.6,7.2,1.16,60.9,79.6,138.3,3.1,12.7,85.5,120.2,189.9,222,106.1,,,,,85.6928,8.5693,7.92,12.63,12.17,0.79,1.26,1.22,32.72,3.27,3,evergreen broadleaf
652,S161,Quercus agrifolia - Coast live oak,4/9/2022,SRB-042,,,,QTp,Tree,40.31340058,,,248.417165,0.006669829,9.313650409,11.3,1.29,2.8,3.9,7.3,1.16,58.1,85.5,165.2,2.4,14,93.9,138.3,201.9,238,112.1,,,,,83.8344,8.3834,1.71,9.51,8.29,0.17,0.95,0.83,19.51,1.95,4,evergreen broadleaf
892,S198,Quercus agrifolia - Coast live oak,4/21/2022,SRB-042,,,,QTp,Tree,39.61,1.51,56.4,234.9111,0.007314256,8.551501883,11.9,1.27,2.6,3.4,6.5,1.09,56.4,85.6,156.2,10.2,16.5,74.5,163.7,188,222,106,,,,,89.0288,8.9029,0.11,10.1,16.5,0.01,1.01,1.65,26.71,2.67,4,evergreen broadleaf
929,S225,Quercus agrifolia - Coast live oak,4/21/2022,SRB-042,,,,QTp,Tree,40.08465219,,,203.5254753,0.007998507,7.558307316,12.1,1.14,2.79,4,7.6,1,49.3,55.6,168.5,2,13.7,61.4,97,163.9,242,108.1,-29.95,525.5,-7.1,1.35,78.0524,7.8052,1.95,16.89,14.67,0.2,1.69,1.47,33.51,3.36,4,evergreen broadleaf
976,S263,Quercus agrifolia - Coast live oak,5/5/2022,SRB-042,,,,QTp,Tree,41.51728178,,,156.9141679,0.012724154,6.183427218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,evergreen broadleaf
1044,S282,Quercus agrifolia - Coast live oak,5/13/2022,SRB-042,,,,QTp,Tree,40.4130809,,,191.1749436,0.00543272,7.197268974,11.5,1.15,2.62,4.6,7.5,1.1,61.4,94.1,176.7,1.5,14.4,95.9,186.1,186.2,236,115.8,-26.13,530,-4.1,1.2,79.5646,7.9565,1.81,23.78,25.65,0.18,2.38,2.57,51.24,5.13,5,evergreen broadleaf
1181,S314,Quercus agrifolia - Coast live oak,5/19/2022,SRB-042,,,,QTp,Tree,40.34937174,,,221.1114746,0.0088028,8.302306632,9,1.14,2.1,5.1,6.6,1.03,54.8,93.5,198.7,2,14.2,102.2,151,180,238,110,-25.32,515.1,-2.36,1.41,74.6116,7.4612,2.63,17.38,12.55,0.26,1.74,1.26,32.56,3.26,5,evergreen broadleaf
1335,S356,Quercus agrifolia - Coast live oak,5/26/2022,SRB-042,,,,QTp,Tree,41.22478386,,,186.4809525,0.010936774,7.260463807,12.2,1.24,2.88,4.5,6.7,1.05,54,79.8,118.7,2.6,12.7,80.2,120.3,174,246,96,-24.67,493.9,-3.6,1.47,86.9751,8.6975,9.58,12.57,12.94,0.96,1.26,1.29,35.09,3.51,5,evergreen broadleaf
1522,S380,Quercus agrifolia - Coast live oak,9/16/2022,SRB-042,,,,QTp,Tree,36.78733032,,,182.7119065,0.012233467,5.902373966,10.5,0.85,2.96,3.6,7,0.99,54.7,72,122.1,2.3,15.3,84,169.9,198,208,102,-25.35,512.6,-3.18,1.24,88.6225,8.8623,2.15,19,18.63,0.21,1.9,1.86,39.78,3.97,9,evergreen broadleaf
231,S41,Quercus agrifolia - Coast live oak,3/11/2022,SRB-043,,,,QTp,Tree,49.13636364,,,163.6790012,0.007520207,8.7771659,15.6,1.76,1.74,18.5,3.1,2.21,9.8,46.6,121.7,7,17,16.4,175.1,224.2,212,123.8,-23.36,522.6,-3.42,1.53,58.7948,5.8795,21.47,24.96,12.79,2.15,2.5,1.28,59.22,5.93,3,evergreen broadleaf
674,S179,Quercus agrifolia - Coast live oak,4/9/2022,SRB-043,,,,QTp,Tree,48.79766712,,,169.9933251,0.006713793,8.993048046,13.6,1.71,2.62,6.5,5.9,0.95,24.5,86.6,262.8,3.8,20.2,87.4,176.5,209.9,258,134.1,-22.1,505.2,-4.12,1.26,57.1296,5.713,2.22,7.7,44.25,0.22,0.77,4.42,54.17,5.41,4,evergreen broadleaf
1058,S302,Quercus agrifolia - Coast live oak,5/13/2022,SRB-043,,,,QTp,Tree,42.36909871,,,156.9846357,0.004276852,6.406439027,12.3,1.18,3.08,4.7,6.5,0.9,30.2,157.3,318,2.4,18.3,170.6,385.3,183.7,260,150.3,-23.95,545,-2.02,1.37,72.7539,7.2754,2.7,12.94,18.01,0.27,1.29,1.8,33.65,3.36,5,evergreen broadleaf
1526,S386,Quercus agrifolia - Coast live oak,9/16/2022,SRB-043,,,,QTp,Tree,43.11714286,,,177.8087892,0.011196859,7.481480196,12.8,1.01,3.15,4.2,6.4,0.94,32,142.2,356.4,2.6,18.1,172.7,260.4,214,206,112,-23.99,504.5,-2.94,1.41,48.1435,4.8143,3.75,25.9,36.92,0.38,2.59,3.69,66.57,6.66,9,evergreen broadleaf
225,S32,Quercus agrifolia - Coast live oak,3/11/2022,SRB-044,,,,QTp,Tree,52.04603581,,,167.0104359,0.010104159,10.06172596,15.7,2.28,4.12,27.3,1.4,2.07,2.7,38.2,77.6,5,16.3,0,1787.9,218.2,210,109.8,-24.34,524.9,-3.27,1.54,76.4324,7.6432,26.73,16.59,13.96,2.67,1.66,1.4,57.28,5.73,3,evergreen broadleaf
678,S185,Quercus agrifolia - Coast live oak,4/9/2022,SRB-044,,,,QTp,Tree,46.79910045,,,171.0990838,0.012443667,8.354720918,14.5,1.84,2.21,6.3,5.1,1.11,35.4,58.9,103.3,4.3,18.5,48.7,123.4,191.9,256,132.1,,,,,72.607,7.2607,2.26,15.6,39.34,0.23,1.56,3.93,57.2,5.72,4,evergreen broadleaf
1053,S294,Quercus agrifolia - Coast live oak,5/13/2022,SRB-044,,,,QTp,Tree,40.75512876,,,182.146396,0.007451698,6.955331372,12.2,1.28,2.02,6,4.9,1.03,21.7,52.9,96.4,3.3,15.3,62.4,241.5,188,248,148,-25.46,541.6,-2.07,1.26,69.9443,6.9944,5.23,7.41,18.14,0.52,0.74,1.81,30.78,3.07,5,evergreen broadleaf
1531,S393,Quercus agrifolia - Coast live oak,9/16/2022,SRB-044,,,,QTp,Tree,42.01475452,,,217.4712794,0.010481384,8.74685593,11.7,1,3.14,4.4,8.9,1.01,67.1,203.1,191.5,3.2,23.5,238.4,369,195.8,178,122.2,-26.34,513.6,-2.34,1.4,86.6926,8.6693,10.42,16.37,17.05,1.04,1.64,1.7,43.84,4.38,9,evergreen broadleaf
631,S634,Corethrogyne filaginifolia,4/7/2022,SRB-048,Full leaf out,<1% cover,,Qa,Grassland,67.39,1.44,52.4,50.7773,0.008895707,5.823800818,29.2,5.34,7.34,25.4,7.8,2.05,42.2,94.4,65.1,6.1,28.6,64.8,203.7,160,224,122,,,,,39.7063,3.9706,22.26,0.94,15.01,2.23,0.09,1.5,38.21,3.82,4,shrub
633,S655,Lupinus excubitus - Grape lupine,4/8/2022,SRB-049,Full leaf out,50-75% cover,,Tm,Shrub,73.99,1.4,49.9,72.5528,0.003312071,11.45860425,44.2,1.98,4.07,10.3,14.4,1.54,23.5,108.7,234.2,4,16.6,115.3,95.3,131.8,126,72.2,,,,,23.7441,2.3744,11.36,1.41,20.83,1.14,0.14,2.08,33.6,3.36,4,shrub
650,S655,Lupinus excubitus - Grape lupine,4/8/2022,SRB-049,Flowers,25-50% cover,,Tm,Shrub,,,,,,,37.2,4.08,2.68,20.8,5.1,1.67,29.1,114.9,57,4.4,62.1,48.4,127.3,147.9,148,52.1,-22.9,523.4,1.43,4.72,21.7955,2.1796,13.86,54.47,63.5,1.39,5.45,6.35,131.83,13.19,4,shrub
635,S700,Eriogonum fasciculatum - California buckwheat,4/13/2022,SRB-052,"Full leaf out, Flowers",75-100% cover,,fs,Shrub,56.37,1.28,42.3,196.6818,0.003198567,14.10741188,10.7,1.48,6.77,9.8,4.2,0.99,48.9,34.1,19.1,1.6,11.8,29.9,125.5,35.8,104,132.2,-25.26,545.4,0.94,1.26,203.0615,20.3061,37.59,36,12.63,3.76,3.6,1.26,86.22,8.62,4,shrub
1684,S1490,Eriogonum fasciculatum - California buckwheat,9/16/2022,SRB-052,"Flowers, Seeds, Early senescence",75-100% cover,,fs,Shrub,,,,,,,,,,,,,,,,,,,,,,,-26.61,521,0.19,0.98,,,,,,,,,,,9,shrub
640,S706,Quercus lobata - Valley oak,4/13/2022,SRB-053,Full leaf out,25-50% cover,,Qls,Tree,50.91,1.41,50.6,129.2547,0.011873456,7.439446882,16.3,1.62,3.4,5.6,3.2,1.38,27.4,45,33.8,4.9,13.8,40.9,149.3,193.9,132,86.1,,,,,126.0749,12.6075,0,30.54,23.41,0,3.05,2.34,53.95,5.39,4,deciduous broadleaf
829,S790,Quercus agrifolia - Coast live oak,4/15/2022,SRB-054,Full leaf out,75-100% cover,,Qoa2,Tree,39.17,,,184.3864,0.011061553,6.59092891,13.5,0.86,4.96,3.7,8.4,1.23,88,78.2,233.3,1.2,21.4,76.4,134.1,193.9,206,108.1,-25.76,536.7,0.26,1.64,64.6776,6.4678,3.86,11.67,12.88,0.39,1.17,1.29,28.41,2.85,4,evergreen broadleaf
874,S793,Quercus lobata - Valley oak,4/15/2022,SRB-055,Full leaf out,75-100% cover,,Qoa2,Tree,54.42,,,116.3643,0.019135594,7.711303157,16.2,2.23,3.38,9,4,1.32,19.1,53.7,72.1,16.3,20.3,32,108,209.8,138,98.2,-25.76,492.1,0.19,1.8,85.9133,8.5913,1.85,24.72,17.64,0.19,2.47,1.76,44.21,4.42,4,deciduous broadleaf
830,S796,Quercus agrifolia - Coast live oak,4/15/2022,SRB-056,Full leaf out,75-100% cover,Hybrid coast and black oak but Frank maybe coast,Qoa2,Tree,52.35,,,144.0976,0.01275455,8.787360267,16.4,1.64,3.75,7.1,5.8,1.21,48.6,70.4,192.7,2.7,16.7,52.2,104.4,193.8,220,82.2,-23.98,531.4,2.06,1.98,110.0786,11.0079,2.58,21.16,15.71,0.26,2.12,1.57,39.45,3.95,4,evergreen broadleaf
831,S799,Quercus douglasii - Blue oak,4/15/2022,SRB-057,"Early leaf out, Full leaf out",75-100% cover,,QTp,Tree,51.23,,,149.2613,0.018655204,8.701965494,22.1,2.99,2.28,6.8,3.2,1.63,17.6,68.3,145.1,9.2,21.1,52.6,167,207.8,152,66.2,-24.89,523.9,1.72,2.38,108.7925,10.8792,1.02,27.93,22.64,0.1,2.79,2.26,51.59,5.15,4,deciduous broadleaf
212,S12,Quercus agrifolia - Coast live oak,3/4/2022,SRB-059,,,,QTp,Tree,44.06468823,,,181.8606349,0.009224096,7.952598833,16.4,2.58,3.89,47.9,30,3.01,78.8,77.5,168.3,4.2,47.4,24.5,17584.2,210,172,114,-22.85,542.2,-1.82,1.74,56.5029,5.6503,25.25,30.2,14.83,2.52,3.02,1.48,70.28,7.02,3,evergreen broadleaf
215,S17,Quercus agrifolia - Coast live oak,3/11/2022,SRB-059,,,,QTp,Tree,40.91083413,,,164.5654722,0.007490028,6.324627163,16.1,3.77,5.84,54.1,38.7,2.21,59.1,68.2,82.8,13.3,13.3,27.3,205.3,222.1,196,121.9,-23.69,542.1,-2.25,1.71,64.6325,6.4633,1.87,15.54,15.82,0.19,1.55,1.58,33.23,3.32,3,evergreen broadleaf
265,S90,Quercus agrifolia - Coast live oak,3/16/2022,SRB-059,,,,QTp,Tree,47.45492662,,,172.5918628,0.007261061,8.652375384,15.4,1.72,1.8,7.9,4.3,1.11,18.5,139.5,458.9,7.8,20.5,121,158.7,223.8,180,124.2,,,,,74.4642,7.4464,9.8,21.54,16.2,0.98,2.15,1.62,47.54,4.75,3,evergreen broadleaf
290,S128,Quercus agrifolia - Coast live oak,4/8/2022,SRB-059,,,,QTp,Tree,45.57753165,,,208.0807019,0.006611858,9.673198581,15.1,1.44,1.39,6.9,3.5,0.91,15.4,70.5,422.7,5.7,19.6,55.9,153,216,202,132,,,,,61.1729,6.1173,5.12,16.4,13.37,0.51,1.64,1.34,34.89,3.49,4,evergreen broadleaf
909,S212,Quercus agrifolia - Coast live oak,4/21/2022,SRB-059,,,,QTp,Tree,42.31,1.47,54,175.6176,0.008665988,7.149089966,13,1.09,1.29,6.1,3.8,0.88,24,84.1,495.8,12.6,19.5,72.6,116,224.2,184,125.8,-23.69,519.5,-1.42,1.39,67.5196,6.752,2.88,18.31,39.52,0.29,1.83,3.95,60.71,6.07,4,evergreen broadleaf
921,S213,Quercus agrifolia - Coast live oak,4/29/2022,SRB-059,,,,QTp,Tree,43.92776524,,,165.4078494,0.00600697,7.19305023,11.5,1.2,1.38,7.4,3.5,0.86,13.7,67.3,382.6,14,17.7,57.6,124.7,226.1,190,127.9,,,-2.1,1.38,65.788,6.5788,0.11,21.54,11.24,0.01,2.15,1.12,32.89,3.28,4,evergreen broadleaf
970,S254,Quercus agrifolia - Coast live oak,5/5/2022,SRB-059,,,,QTp,Tree,42.13212164,,,186.5847548,0.008873179,7.54080411,11.5,1.05,1.72,4.9,4.9,0.97,20.3,125.3,718.1,2.5,24.9,145.2,513.6,207.9,192,144.1,-23.42,518.7,-2.22,1.35,67.1993,6.7199,5.33,18,14.13,0.53,1.8,1.41,37.46,3.74,5,evergreen broadleaf
1074,S308,Quercus agrifolia - Coast live oak,5/13/2022,SRB-059,,,,QTp,Tree,42.40559441,,,165.2728978,0.004983273,6.754764777,13.9,1.37,1.57,7.2,3.3,1.01,17.7,68.8,326.4,3.7,18.4,49.6,163.6,206.2,196,131.8,-22.47,529,-1.35,1.6,60.1872,6.0187,1.92,19.36,14.18,0.19,1.94,1.42,35.46,3.55,5,evergreen broadleaf
1187,S320,Quercus agrifolia - Coast live oak,5/19/2022,SRB-059,,,,QTp,Tree,41.8874502,,,173.4055246,0.013458625,6.938133569,9.6,0.85,1.88,6.4,6.1,1.1,19.3,156.6,923.8,2.4,25.7,170.8,316.3,184,212,132,-24.24,527.6,-2.52,1.45,37.6396,3.764,2.04,25.74,15.89,0.2,2.57,1.59,43.67,4.36,5,evergreen broadleaf
1520,S377,Quercus agrifolia - Coast live oak,9/16/2022,SRB-059,,,,QTp,Tree,,,,,,,12.3,0.87,1.21,5.6,3.2,0.83,18.6,160.9,437.2,2.7,19.5,163.5,397.8,228.1,166,131.9,-22.09,532.4,-1.29,1.41,104.4158,10.4416,2.5,18.6,13.3,0.25,1.86,1.33,34.4,3.44,9,evergreen broadleaf
202,S2,Quercus agrifolia - Coast live oak,3/3/2022,SRB-060,,,,Qa,Tree,40.15706806,,,254.3175187,0.007191011,9.473078687,15.4,1.16,1.66,5.6,4.4,1.08,29.1,59.3,126.4,4.8,29.7,27.5,214.2,207.9,200,116.1,,,,,82.317,8.2317,28.82,11.12,7.74,2.88,1.11,0.77,47.68,4.76,3,evergreen broadleaf
220,S24,Quercus agrifolia - Coast live oak,3/11/2022,SRB-060,,,,Qa,Tree,39.58819715,,,266.2640172,0.00699719,9.685502141,14.1,1.71,1.97,6.8,5.1,1.01,33.2,34.9,163,6.3,16.8,25.7,318.3,206,186,128,-24.9,530.2,-1.74,1.42,69.6711,6.9671,25.54,24.9,9.93,2.55,2.49,0.99,60.37,6.03,3,evergreen broadleaf
258,S80,Quercus agrifolia - Coast live oak,3/16/2022,SRB-060,,,,Qa,Tree,41.1453561,,,229.2189566,0.006164848,8.89521304,14.2,1.03,4.54,4.4,6,0.99,48.2,137.7,82.5,4.2,8,112.2,85.5,192,216,116,,,,,77.1194,7.7119,10.92,12.24,11.4,1.09,1.22,1.14,34.56,3.45,3,evergreen broadleaf
658,S170,Quercus agrifolia - Coast live oak,4/9/2022,SRB-060,,,,Qa,Tree,41.48644234,,,232.8990108,0.007690458,9.166067831,13.1,0.86,4.55,4.2,6.9,1,52.7,144.1,104.2,2.3,9.2,153,111.9,194,226,132,,,,,75.5777,7.5578,7.35,4.67,27.59,0.74,0.47,2.76,39.61,3.97,4,evergreen broadleaf
902,S832,Quercus agrifolia - Coast live oak,4/21/2022,SRB-060,,,Elsa T02,Qa,Tree,48.53,1.56,59.7,165.3441,0.006648559,8.655482978,14.5,1.09,4.4,6.2,8.1,1,39.5,152.5,97.4,2.9,11.3,158.6,180.8,209.9,174,100.1,-23.39,516.3,-1.22,1.53,70.1655,7.0166,1.13,11.96,10.62,0.11,1.2,1.06,23.71,2.37,4,evergreen broadleaf
911,S832,Quercus agrifolia - Coast live oak,4/21/2022,SRB-060,Full leaf out,,,Qa,Tree,39.71,,,233.2412,0.005748984,8.526768943,14.3,1.12,4.46,5,5.9,1.03,34,259.7,84.4,11.4,13,270.5,198,189.8,192,118.2,-29.65,538.2,1.36,1.66,95.3561,9.5356,1.11,10.96,8.12,0.11,1.1,0.81,20.19,2.02,4,evergreen broadleaf
934,S231,Quercus agrifolia - Coast live oak,4/29/2022,SRB-060,,,,Qa,Tree,46.31088825,,,190.4498774,0.003935419,9.118918264,13.2,1.05,3.29,4.1,3.8,0.83,31.8,108.6,59,2.9,11,111.3,87.7,156.2,198,109.8,-23.21,505.3,1.5,1.5,83.355,8.3355,4.69,22.85,16.32,0.47,2.29,1.63,43.86,4.39,4,evergreen broadleaf
972,S257,Quercus agrifolia - Coast live oak,5/5/2022,SRB-060,,,,Qa,Tree,39.5324575,,,242.9027479,0.006442496,8.815148962,12.4,0.9,4.99,3,7.8,1,49.9,219,122.7,1.8,7.9,205.1,103.4,174.2,208,121.8,-25.22,540,-1.31,1.5,88.8163,8.8816,9.86,14.76,11.4,0.99,1.48,1.14,36.02,3.61,5,evergreen broadleaf
1050,S291,Quercus agrifolia - Coast live oak,5/13/2022,SRB-060,,,,Qa,Tree,40.63249727,,,187.5640952,0.002902474,7.125907392,13.3,0.83,3.97,3.7,5.9,0.85,39,162.2,83.7,1.5,7.4,159.4,103.6,156.1,212,129.9,-25.51,537.5,-2.28,1.28,86.0548,8.6055,7.06,13.23,11.98,0.71,1.32,1.2,32.27,3.23,5,evergreen broadleaf
1185,S318,Quercus agrifolia - Coast live oak,5/19/2022,SRB-060,,,,Qa,Tree,41.21167883,,,228.2214312,0.007058058,8.880786033,11.8,0.94,5.72,4,7.9,1.01,56.7,102.5,114.9,1.8,7.5,111.1,90.5,178,220,118,-24.97,520.1,-1.14,1.5,63.4968,6.3497,5.46,15.57,11.91,0.55,1.56,1.19,32.94,3.3,5,evergreen broadleaf
1330,S348,Quercus agrifolia - Coast live oak,5/26/2022,SRB-060,,,,Qa,Tree,41.53671215,,,210.2362918,0.008559417,8.291293764,13.9,1,3.84,3.8,5.2,0.94,39.4,186.7,74,12.8,14.9,198.5,88,176,228,122,-24.96,498,-1.22,1.65,77.7574,7.7757,4.67,15.51,15.47,0.47,1.55,1.55,35.65,3.57,5,evergreen broadleaf
1543,S411,Quercus agrifolia - Coast live oak,9/16/2022,SRB-060,,,,Qa,Tree,,,,243.1500249,0.005657824,,11.5,0.66,4.72,3.3,6.6,0.88,80.2,188.5,94.5,1.4,8.3,184.6,134.7,195.7,200,126.3,-24.59,522.6,-0.68,1.22,108.0005,10.8001,3.72,11.94,13.49,0.37,1.19,1.35,29.15,2.91,9,evergreen broadleaf
